pretraining,num_layers,HR10_mean,HR10_std,NDCG10_mean,NDCG10_std
False,1,0.6600212216377258,0.010559583559769036,0.39082213846474423,0.00602551448981034
False,2,0.6585365831851959,0.012891183037755627,0.39419369228408063,0.005386518347175199
False,3,0.6490986227989197,0.011093365962169064,0.3902472064156691,0.007202071800939206
True,1,0.6539766728878021,0.005744490379802433,0.37712994310937026,0.003426595967514861
True,2,0.6591728627681732,0.005480684825213608,0.38605226496216016,0.004737923754654919
True,3,0.6503711521625519,0.008858946483620202,0.3847774692923328,0.0058065398694004036
